cand_id,receptor,energy,tanimoto,n_contacts,status
5,receptor_02,-5.639,0.27990332147719715,11,ok
5,receptor_03,-4.731,0.18273554373872283,10,ok
5,receptor_04,-4.868,0.40959426691584166,8,ok
5,receptor_05,-4.716,0.2799033214771971,11,ok
5,receptor_06,-4.92,0.2560771669766011,7,ok
5,receptor_07,-4.313,0.34962646355051424,5,ok
5,receptor_08,-5.087,0.2634219433555862,7,ok
5,receptor_09,-4.846,0.2879629957402622,8,ok
5,receptor_10,-5.073,0.0,8,ok
6,1xq8,-5.375,0.0,11,ok
6,receptor_01,-6.161,0.056913096644490055,12,ok
6,receptor_02,-6.323,0.1817611973091562,18,ok
6,receptor_03,-5.529,0.22586050243666447,8,ok
6,receptor_04,-5.874,0.20202222761670557,9,ok
6,receptor_05,-5.291,0.23834472016708563,9,ok
6,receptor_06,-5.489,0.1726350157999752,9,ok
6,receptor_07,-4.818,0.08694734397922892,7,ok
6,receptor_08,-5.136,0.1726350157999752,9,ok
6,receptor_09,-5.329,0.22586050243666447,8,ok
6,receptor_10,-5.425,0.0,10,ok
7,1xq8,-3.555,0.0,10,ok
7,receptor_01,-3.699,0.0786466438179614,8,ok
7,receptor_02,-4.072,0.3318937543511864,11,ok
9,receptor_01,-3.594,0.06603766022429397,10,ok
9,receptor_02,-4.012,0.3762960386370021,10,ok
9,receptor_03,-3.346,0.2131888080889105,10,ok
9,receptor_04,-3.861,0.2702315812005833,8,ok
9,receptor_05,-3.231,0.21337628470624329,7,ok
9,receptor_06,-3.666,0.22586050243666442,8,ok
9,receptor_07,-2.996,0.24967952183112735,5,ok
9,receptor_08,-3.831,0.20781660633054344,9,ok
9,receptor_09,-3.334,0.22586050243666442,8,ok
9,receptor_10,-3.775,0.0,8,ok
10,1xq8,-5.426,0.0013507978422093825,9,ok
10,receptor_01,-5.201,0.15759017664949845,10,ok
10,receptor_02,-5.692,0.26852320352850206,13,ok
10,receptor_03,-5.003,0.23834472016708558,9,ok
